RowId,YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,GeoLocation
HCUP~2016~59~HC100~OVR01~AgeStdz,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Million Hearts Cardiovascular event rates among US adults (18+); HCUP/NVSS,Age-Standardized,"Rate per 100,000",1085.9,1085.9,,,1065.5,1106.4,Overall,Overall,C1,T1,HC100,AgeStdz,BOC01,OVR01,59,
HCUP~2018~59~HC301~AGE08~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1323.6,1323.6,,,1282.0,1365.2,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
HCUP~2018~59~HC301~GEN01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",481.1,481.1,,,465.1,497.1,Gender,Male,C1,T4,HC301,AgeStdz,BOC02,GEN01,59,
HCUP~2018~59~HC301~GEN02~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",230.7,230.7,,,223.3,238.1,Gender,Female,C1,T4,HC301,AgeStdz,BOC02,GEN02,59,
HCUP~2019~59~HC301~OVR01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",343.4,343.4,,,332.3,354.5,Overall,Overall,C1,T4,HC301,AgeStdz,BOC01,OVR01,59,
HCUP~2019~59~HC301~OVR01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",400.2,400.2,,,387.7,412.8,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
HCUP~2019~59~HC301~AGE01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",2.5,2.5,,,2.1,2.9,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
HCUP~2019~59~HC301~AGE04~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",51.8,51.8,,,49.9,53.8,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
HCUP~2019~59~HC301~AGE05~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",461.3,461.3,,,446.6,476.1,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
HCUP~2019~59~HC301~AGE06~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1093.0,1093.0,,,1057.6,1128.4,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
HCUP~2019~59~HC301~AGE07~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",566.5,566.5,,,548.7,584.2,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
HCUP~2019~59~HC301~AGE08~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1301.8,1301.8,,,1259.8,1343.8,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
HCUP~2019~59~HC301~GEN01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",475.3,475.3,,,459.1,491.4,Gender,Male,C1,T4,HC301,AgeStdz,BOC02,GEN01,59,
HCUP~2019~59~HC301~GEN02~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",226.2,226.2,,,218.8,233.7,Gender,Female,C1,T4,HC301,AgeStdz,BOC02,GEN02,59,
HCUP~2016~59~HC303~OVR01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.0,2.0,,,1.9,2.2,Overall,Overall,C1,T4,HC303,AgeStdz,BOC01,OVR01,59,
HCUP~2016~59~HC303~OVR01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.4,Overall,Overall,C1,T4,HC303,Crude,BOC01,OVR01,59,
HCUP~2016~59~HC303~AGE01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T4,HC303,Crude,BOC03,AGE01,59,
HCUP~2016~59~HC303~AGE04~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.2,1.2,,,1.0,1.5,Age,25-44,C1,T4,HC303,Crude,BOC03,AGE04,59,
HCUP~2016~59~HC303~AGE05~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.8,1.8,,,1.7,1.9,Age,45-64,C1,T4,HC303,Crude,BOC03,AGE05,59,
HCUP~2016~59~HC303~AGE06~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.5,4.5,,,4.4,4.6,Age,65+,C1,T4,HC303,Crude,BOC03,AGE06,59,
HCUP~2016~59~HC303~AGE07~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.4,Age,35+,C1,T4,HC303,Crude,BOC03,AGE07,59,
HCUP~2016~59~HC303~AGE08~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.0,6.0,,,5.8,6.2,Age,75+,C1,T4,HC303,Crude,BOC03,AGE08,59,
HCUP~2016~59~HC303~GEN01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),1.9,1.9,,,1.7,2.1,Gender,Male,C1,T4,HC303,AgeStdz,BOC02,GEN01,59,
HCUP~2016~59~HC303~GEN02~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.2,2.2,,,1.9,2.5,Gender,Female,C1,T4,HC303,AgeStdz,BOC02,GEN02,59,
HCUP~2017~59~HC303~OVR01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.0,2.0,,,1.8,2.2,Overall,Overall,C1,T4,HC303,AgeStdz,BOC01,OVR01,59,
HCUP~2017~59~HC303~OVR01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.4,3.4,,,3.3,3.4,Overall,Overall,C1,T4,HC303,Crude,BOC01,OVR01,59,
HCUP~2017~59~HC303~AGE01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T4,HC303,Crude,BOC03,AGE01,59,
HCUP~2017~59~HC303~AGE04~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.1,1.1,,,0.9,1.3,Age,25-44,C1,T4,HC303,Crude,BOC03,AGE04,59,
HCUP~2017~59~HC303~AGE05~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.9,1.9,,,1.8,2.0,Age,45-64,C1,T4,HC303,Crude,BOC03,AGE05,59,
HCUP~2017~59~HC303~AGE06~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.6,4.6,,,4.4,4.7,Age,65+,C1,T4,HC303,Crude,BOC03,AGE06,59,
HCUP~2017~59~HC303~AGE07~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.4,3.4,,,3.3,3.5,Age,35+,C1,T4,HC303,Crude,BOC03,AGE07,59,
HCUP~2017~59~HC303~AGE08~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.9,5.9,,,5.7,6.1,Age,75+,C1,T4,HC303,Crude,BOC03,AGE08,59,
HCUP~2017~59~HC303~GEN01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.0,2.0,,,1.8,2.1,Gender,Male,C1,T4,HC303,AgeStdz,BOC02,GEN01,59,
HCUP~2017~59~HC303~GEN02~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.1,2.1,,,1.8,2.3,Gender,Female,C1,T4,HC303,AgeStdz,BOC02,GEN02,59,
HCUP~2018~59~HC303~OVR01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.0,2.0,,,1.9,2.2,Overall,Overall,C1,T4,HC303,AgeStdz,BOC01,OVR01,59,
HCUP~2018~59~HC303~OVR01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.4,Overall,Overall,C1,T4,HC303,Crude,BOC01,OVR01,59,
HCUP~2018~59~HC303~AGE01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T4,HC303,Crude,BOC03,AGE01,59,
HCUP~2018~59~HC303~AGE04~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.2,1.2,,,1.0,1.5,Age,25-44,C1,T4,HC303,Crude,BOC03,AGE04,59,
HCUP~2018~59~HC303~AGE05~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.9,1.9,,,1.8,2.0,Age,45-64,C1,T4,HC303,Crude,BOC03,AGE05,59,
HCUP~2018~59~HC303~AGE06~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.4,4.4,,,4.3,4.5,Age,65+,C1,T4,HC303,Crude,BOC03,AGE06,59,
HCUP~2018~59~HC303~AGE07~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.4,Age,35+,C1,T4,HC303,Crude,BOC03,AGE07,59,
HCUP~2018~59~HC303~AGE08~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.9,5.9,,,5.7,6.1,Age,75+,C1,T4,HC303,Crude,BOC03,AGE08,59,
HCUP~2018~59~HC303~GEN01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.0,2.0,,,1.8,2.2,Gender,Male,C1,T4,HC303,AgeStdz,BOC02,GEN01,59,
HCUP~2018~59~HC303~GEN02~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.0,2.0,,,1.7,2.3,Gender,Female,C1,T4,HC303,AgeStdz,BOC02,GEN02,59,
HCUP~2019~59~HC303~OVR01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),1.9,1.9,,,1.8,2.1,Overall,Overall,C1,T4,HC303,AgeStdz,BOC01,OVR01,59,
HCUP~2019~59~HC303~OVR01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.4,Overall,Overall,C1,T4,HC303,Crude,BOC01,OVR01,59,
HCUP~2019~59~HC303~AGE01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T4,HC303,Crude,BOC03,AGE01,59,
HCUP~2019~59~HC303~AGE04~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.1,1.1,,,0.9,1.4,Age,25-44,C1,T4,HC303,Crude,BOC03,AGE04,59,
HCUP~2019~59~HC303~AGE05~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.9,1.9,,,1.8,2.0,Age,45-64,C1,T4,HC303,Crude,BOC03,AGE05,59,
HCUP~2019~59~HC303~AGE06~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.3,4.3,,,4.2,4.5,Age,65+,C1,T4,HC303,Crude,BOC03,AGE06,59,
HCUP~2019~59~HC303~AGE07~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.4,Age,35+,C1,T4,HC303,Crude,BOC03,AGE07,59,
HCUP~2019~59~HC303~AGE08~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.6,5.6,,,5.4,5.8,Age,75+,C1,T4,HC303,Crude,BOC03,AGE08,59,
HCUP~2019~59~HC303~GEN01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),1.8,1.8,,,1.6,2.0,Gender,Male,C1,T4,HC303,AgeStdz,BOC02,GEN01,59,
HCUP~2019~59~HC303~GEN02~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.1,2.1,,,1.8,2.4,Gender,Female,C1,T4,HC303,AgeStdz,BOC02,GEN02,59,
HCUP~2016~59~HC401~OVR01~AgeStdz,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",230.5,230.5,,,223.4,237.6,Overall,Overall,C1,T3,HC401,AgeStdz,BOC01,OVR01,59,
HCUP~2016~59~HC401~OVR01~Crude,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",260.9,260.9,,,253.3,268.5,Overall,Overall,C1,T3,HC401,Crude,BOC01,OVR01,59,
HCUP~2016~59~HC401~AGE01~Crude,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1.7,1.7,,,1.4,2.0,Age,18-24,C1,T3,HC401,Crude,BOC03,AGE01,59,
HCUP~2016~59~HC401~AGE04~Crude,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",39.4,39.4,,,37.8,40.9,Age,25-44,C1,T3,HC401,Crude,BOC03,AGE04,59,
HCUP~2016~59~HC401~AGE05~Crude,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",291.9,291.9,,,282.8,301.0,Age,45-64,C1,T3,HC401,Crude,BOC03,AGE05,59,
HCUP~2016~59~HC401~AGE06~Crude,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",753.2,753.2,,,731.0,775.4,Age,65+,C1,T3,HC401,Crude,BOC03,AGE06,59,
HCUP~2016~59~HC401~AGE07~Crude,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",371.0,371.0,,,360.1,381.8,Age,35+,C1,T3,HC401,Crude,BOC03,AGE07,59,
HCUP~2016~59~HC401~AGE08~Crude,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",992.0,992.0,,,962.5,1021.5,Age,75+,C1,T3,HC401,Crude,BOC03,AGE08,59,
HCUP~2016~59~HC401~GEN01~AgeStdz,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",308.8,308.8,,,298.8,318.8,Gender,Male,C1,T3,HC401,AgeStdz,BOC02,GEN01,59,
HCUP~2016~59~HC401~GEN02~AgeStdz,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",160.4,160.4,,,155.2,165.5,Gender,Female,C1,T3,HC401,AgeStdz,BOC02,GEN02,59,
HCUP~2017~59~HC401~OVR01~AgeStdz,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",230.0,230.0,,,222.9,237.1,Overall,Overall,C1,T3,HC401,AgeStdz,BOC01,OVR01,59,
HCUP~2017~59~HC401~OVR01~Crude,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",262.6,262.6,,,254.9,270.4,Overall,Overall,C1,T3,HC401,Crude,BOC01,OVR01,59,
HCUP~2017~59~HC401~AGE01~Crude,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1.8,1.8,,,1.5,2.2,Age,18-24,C1,T3,HC401,Crude,BOC03,AGE01,59,
HCUP~2017~59~HC401~AGE04~Crude,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",38.1,38.1,,,36.7,39.6,Age,25-44,C1,T3,HC401,Crude,BOC03,AGE04,59,
HCUP~2017~59~HC401~AGE05~Crude,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",297.2,297.2,,,288.1,306.4,Age,45-64,C1,T3,HC401,Crude,BOC03,AGE05,59,
HCUP~2017~59~HC401~AGE06~Crude,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",743.0,743.0,,,720.6,765.4,Age,65+,C1,T3,HC401,Crude,BOC03,AGE06,59,
HCUP~2017~59~HC401~AGE07~Crude,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",372.7,372.7,,,361.7,383.6,Age,35+,C1,T3,HC401,Crude,BOC03,AGE07,59,
HCUP~2017~59~HC401~AGE08~Crude,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",965.7,965.7,,,936.5,995.0,Age,75+,C1,T3,HC401,Crude,BOC03,AGE08,59,
HCUP~2017~59~HC401~GEN01~AgeStdz,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",307.8,307.8,,,297.9,317.7,Gender,Male,C1,T3,HC401,AgeStdz,BOC02,GEN01,59,
HCUP~2017~59~HC401~GEN02~AgeStdz,2017,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",160.4,160.4,,,155.1,165.6,Gender,Female,C1,T3,HC401,AgeStdz,BOC02,GEN02,59,
HCUP~2018~59~HC401~OVR01~AgeStdz,2018,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",225.5,225.5,,,218.4,232.6,Overall,Overall,C1,T3,HC401,AgeStdz,BOC01,OVR01,59,
HCUP~2018~59~HC401~OVR01~Crude,2018,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute Myocardial Infarction (heart attack) hospitalization rate among  US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",259.5,259.5,,,251.7,267.2,Overall,Overall,C1,T3,HC401,Crude,BOC01,OVR01,59,
